id_data,InvoiceNo,StockCode,Quantity,UnitPrice,Country
282,536396,15056BL,6.0,4.95,United Kingdom
283,536396,20679,6.0,4.95,United Kingdom
284,536396,37370,6.0,1.06,United Kingdom
285,536396,21871,6.0,1.06,United Kingdom
286,536396,21071,6.0,1.06,United Kingdom
287,536396,21068,6.0,1.06,United Kingdom
288,536396,82483,2.0,4.95,United Kingdom
289,536396,82486,4.0,6.95,United Kingdom
290,536396,82482,6.0,2.1,United Kingdom
291,536396,82494L,12.0,2.55,United Kingdom
292,536396,84029G,6.0,3.39,United Kingdom
293,536396,84029E,6.0,3.39,United Kingdom
294,536396,22752,2.0,7.65,United Kingdom
296,536396,21730,6.0,4.25,United Kingdom
297,536397,35004B,12.0,4.65,United Kingdom
300,536398,21844,6.0,2.95,United Kingdom
301,536398,22468,4.0,6.75,United Kingdom
302,536398,22637,8.0,2.55,United Kingdom
303,536398,22752,6.0,8.5,United Kingdom
304,536398,48185,2.0,7.95,United Kingdom
305,536398,22632,12.0,2.1,United Kingdom
306,536398,22866,12.0,2.1,United Kingdom
307,536398,22865,12.0,2.1,United Kingdom
308,536398,21232,12.0,1.25,United Kingdom
309,536398,22064,12.0,1.65,United Kingdom
310,536398,22449,6.0,3.35,United Kingdom
311,536398,22114,4.0,3.95,United Kingdom
312,536398,22835,8.0,4.65,United Kingdom
313,536398,22112,9.0,4.95,United Kingdom
314,536398,21479,4.0,3.75,United Kingdom
315,536398,22111,9.0,4.95,United Kingdom
316,536399,22632,6.0,1.85,United Kingdom
317,536399,22633,6.0,1.85,United Kingdom
318,536400,22969,12.0,1.45,United Kingdom
319,536401,22110,1.0,2.55,United Kingdom
320,536401,22098,1.0,1.25,United Kingdom
321,536401,22100,2.0,1.25,United Kingdom
322,536401,22766,1.0,2.95,United Kingdom
323,536401,22451,1.0,3.35,United Kingdom
324,536401,22549,1.0,1.45,United Kingdom
325,536401,84744,1.0,1.25,United Kingdom
326,536401,85049E,2.0,1.25,United Kingdom
327,536401,21328,1.0,1.65,United Kingdom
328,536401,22961,4.0,1.45,United Kingdom
329,536401,17091A,1.0,1.25,United Kingdom
330,536401,22473,1.0,4.95,United Kingdom
331,536401,84509A,2.0,3.75,United Kingdom
332,536401,84510A,2.0,1.25,United Kingdom
335,536401,21463,1.0,5.95,United Kingdom
336,536401,21464,1.0,4.25,United Kingdom
337,536401,20820,3.0,4.95,United Kingdom
338,536401,85150,1.0,2.55,United Kingdom
339,536401,22117,1.0,2.95,United Kingdom
340,536401,21169,2.0,1.69,United Kingdom
341,536401,48129,1.0,7.95,United Kingdom
342,536401,82580,1.0,0.55,United Kingdom
343,536401,82578,1.0,0.55,United Kingdom
344,536401,82581,2.0,0.55,United Kingdom
345,536401,22413,4.0,2.95,United Kingdom
346,536401,21907,2.0,2.1,United Kingdom
347,536401,22441,1.0,2.1,United Kingdom
348,536401,21122,1.0,1.25,United Kingdom
349,536401,22851,1.0,0.85,United Kingdom
350,536401,84991,3.0,0.55,United Kingdom
351,536401,22810,1.0,2.95,United Kingdom
352,536401,22809,1.0,2.95,United Kingdom
353,536401,22435,2.0,1.25,United Kingdom
354,536401,20966,3.0,1.25,United Kingdom
355,536401,20963,1.0,1.25,United Kingdom
356,536401,20961,1.0,1.25,United Kingdom
357,536401,22068,2.0,1.65,United Kingdom
358,536401,21743,2.0,2.95,United Kingdom
359,536401,21744,2.0,2.95,United Kingdom
360,536401,84709B,1.0,5.95,United Kingdom
361,536401,21592,1.0,1.25,United Kingdom
362,536401,21587,2.0,2.55,United Kingdom
363,536401,20992,9.0,0.85,United Kingdom
364,536401,22662,1.0,1.65,United Kingdom
365,536401,85123A,4.0,2.95,United Kingdom
366,536401,22804,3.0,2.95,United Kingdom
367,536401,82483,1.0,5.95,United Kingdom
368,536401,20749,1.0,7.95,United Kingdom
369,536401,20725,1.0,1.65,United Kingdom
370,536401,22382,2.0,1.65,United Kingdom
371,536401,20726,1.0,1.65,United Kingdom
372,536401,22384,1.0,1.65,United Kingdom
373,536401,22467,5.0,2.55,United Kingdom
374,536401,84625C,3.0,2.95,United Kingdom
375,536401,84625A,3.0,2.95,United Kingdom
376,536401,21108,9.0,2.55,United Kingdom
378,536401,21033,4.0,2.95,United Kingdom
380,536401,84030E,1.0,4.25,United Kingdom
381,536401,22428,2.0,6.95,United Kingdom
382,536401,22502,2.0,5.95,United Kingdom
389,536404,22771,12.0,1.25,United Kingdom
390,536404,22772,12.0,1.25,United Kingdom
391,536404,22773,12.0,1.25,United Kingdom
392,536404,22805,12.0,1.25,United Kingdom
393,536404,22469,12.0,1.65,United Kingdom
395,536404,21125,12.0,1.25,United Kingdom
396,536404,21126,12.0,1.25,United Kingdom
397,536404,85049C,12.0,1.25,United Kingdom
398,536404,85049D,12.0,1.25,United Kingdom
399,536404,85049E,12.0,1.25,United Kingdom
400,536404,85049G,12.0,1.25,United Kingdom
401,536404,21061,12.0,0.85,United Kingdom
402,536404,21063,12.0,0.85,United Kingdom
403,536404,21062,12.0,0.85,United Kingdom
404,536404,84380,12.0,1.25,United Kingdom
405,536404,84378,12.0,1.25,United Kingdom
406,536404,22964,12.0,2.1,United Kingdom
412,536404,22383,10.0,1.65,United Kingdom
413,536404,20728,10.0,1.65,United Kingdom
414,536404,20727,10.0,1.65,United Kingdom
417,536406,85123A,8.0,2.55,United Kingdom
418,536406,71053,8.0,3.39,United Kingdom
419,536406,84406B,8.0,2.75,United Kingdom
420,536406,20679,6.0,4.95,United Kingdom
421,536406,37370,6.0,1.06,United Kingdom
422,536406,21871,6.0,1.06,United Kingdom
423,536406,21071,6.0,1.06,United Kingdom
424,536406,21068,6.0,1.06,United Kingdom
425,536406,82483,4.0,4.95,United Kingdom
426,536406,82486,4.0,6.95,United Kingdom
427,536406,82482,6.0,2.1,United Kingdom
428,536406,82494L,6.0,2.55,United Kingdom
429,536406,84029G,6.0,3.39,United Kingdom
430,536406,84029E,6.0,3.39,United Kingdom
431,536406,22752,2.0,7.65,United Kingdom
433,536406,21730,6.0,4.25,United Kingdom
434,536407,22632,6.0,1.85,United Kingdom
435,536407,22633,6.0,1.85,United Kingdom
438,536408,20982,12.0,0.85,United Kingdom
439,536408,21832,12.0,1.65,United Kingdom
440,536408,21915,12.0,1.25,United Kingdom
441,536408,21914,12.0,1.25,United Kingdom
442,536408,21544,12.0,0.85,United Kingdom
443,536408,22813,12.0,1.95,United Kingdom
444,536408,22114,4.0,3.95,United Kingdom
445,536408,84029E,4.0,3.75,United Kingdom
446,536408,21479,4.0,3.75,United Kingdom
447,536408,22964,6.0,2.1,United Kingdom
448,536408,84375,12.0,2.1,United Kingdom
450,536408,22178,12.0,1.25,United Kingdom
451,536408,84970L,12.0,0.95,United Kingdom
452,536408,21733,6.0,2.95,United Kingdom
453,536408,22465,12.0,1.65,United Kingdom
454,536408,84949,6.0,1.65,United Kingdom
455,536408,20685,2.0,7.95,United Kingdom
456,536408,48194,2.0,7.95,United Kingdom
457,536408,22488,12.0,1.65,United Kingdom
458,536408,22219,12.0,0.85,United Kingdom
459,536408,84879,8.0,1.69,United Kingdom
460,536408,21754,3.0,5.95,United Kingdom
461,536408,21755,3.0,5.95,United Kingdom
462,536408,22766,8.0,2.95,United Kingdom
464,536408,22716,12.0,0.42,United Kingdom
466,536408,22371,4.0,4.25,United Kingdom
467,536408,85014B,3.0,5.95,United Kingdom
468,536408,85014A,3.0,5.95,United Kingdom
469,536408,84997B,6.0,3.75,United Kingdom
471,536408,21210,12.0,1.45,United Kingdom
472,536408,22914,3.0,4.95,United Kingdom
473,536408,22553,12.0,1.65,United Kingdom
475,536408,22714,12.0,0.42,United Kingdom
476,536408,22812,12.0,1.95,United Kingdom
477,536408,84347,6.0,2.55,United Kingdom
478,536408,21587,12.0,2.55,United Kingdom
479,536408,22736,10.0,1.65,United Kingdom
481,536408,22620,12.0,1.25,United Kingdom
482,536408,22619,4.0,3.75,United Kingdom
483,536408,21705,12.0,1.65,United Kingdom
484,536409,90199C,3.0,6.35,United Kingdom
485,536409,21479,1.0,3.75,United Kingdom
486,536409,22111,1.0,4.95,United Kingdom
487,536409,22785,1.0,6.75,United Kingdom
488,536409,22975,1.0,1.25,United Kingdom
489,536409,22972,1.0,1.65,United Kingdom
490,536409,22866,1.0,2.1,United Kingdom
491,536409,22568,1.0,3.75,United Kingdom
492,536409,85116,1.0,2.1,United Kingdom
493,536409,22664,1.0,2.1,United Kingdom
494,536409,21609,1.0,2.95,United Kingdom
495,536409,21866,1.0,1.25,United Kingdom
496,536409,20669,1.0,1.25,United Kingdom
497,536409,90129F,1.0,2.95,United Kingdom
498,536409,90210B,1.0,2.95,United Kingdom
499,536409,90199C,1.0,6.35,United Kingdom
500,536409,21955,1.0,7.95,United Kingdom
501,536409,72802C,1.0,4.25,United Kingdom
502,536409,22109,1.0,3.75,United Kingdom
503,536409,85116,5.0,2.1,United Kingdom
504,536409,22531,1.0,0.42,United Kingdom
505,536409,21811,1.0,1.25,United Kingdom
506,536409,22183,1.0,6.75,United Kingdom
507,536409,21678,6.0,0.85,United Kingdom
508,536409,21676,6.0,0.85,United Kingdom
509,536409,84625A,1.0,2.95,United Kingdom
510,536409,84625C,3.0,2.95,United Kingdom
511,536409,21931,2.0,1.95,United Kingdom
512,536409,85169B,12.0,1.25,United Kingdom
515,536409,84906,1.0,5.95,United Kingdom
516,536409,21867,1.0,1.25,United Kingdom
517,536409,22075,1.0,1.65,United Kingdom
519,536409,21326,12.0,0.65,United Kingdom
520,536409,21065,1.0,5.95,United Kingdom
521,536409,22074,1.0,1.65,United Kingdom
522,536409,22900,1.0,2.95,United Kingdom
523,536409,20713,1.0,1.95,United Kingdom
524,536409,20966,2.0,1.25,United Kingdom
525,536409,21116,1.0,4.95,United Kingdom
526,536409,90199C,2.0,6.35,United Kingdom
527,536409,22633,1.0,2.1,United Kingdom
529,536409,22198,1.0,1.65,United Kingdom
530,536409,21824,3.0,1.45,United Kingdom
531,536409,21823,3.0,1.45,United Kingdom
532,536409,22153,6.0,0.42,United Kingdom
533,536409,22197,2.0,0.85,United Kingdom
534,536409,85099B,2.0,1.95,United Kingdom
535,536409,85099F,1.0,1.95,United Kingdom
536,536409,20717,1.0,1.25,United Kingdom
537,536409,20723,1.0,0.85,United Kingdom
539,536409,21980,12.0,0.29,United Kingdom
541,536409,22112,1.0,4.95,United Kingdom
542,536412,20728,3.0,1.65,United Kingdom
543,536412,22382,3.0,1.65,United Kingdom
544,536412,22326,1.0,2.95,United Kingdom
545,536412,22662,4.0,1.65,United Kingdom
546,536412,22383,3.0,1.65,United Kingdom
547,536412,20727,3.0,1.65,United Kingdom
548,536412,22328,1.0,2.95,United Kingdom
549,536412,22327,1.0,2.95,United Kingdom
550,536412,22630,1.0,1.95,United Kingdom
551,536412,22629,1.0,1.95,United Kingdom
552,536412,21245,1.0,1.69,United Kingdom
553,536412,21244,1.0,1.69,United Kingdom
554,536412,21242,1.0,1.69,United Kingdom
555,536412,21243,1.0,1.69,United Kingdom
557,536412,22273,1.0,2.95,United Kingdom
558,536412,22940,3.0,4.25,United Kingdom
559,536412,22652,5.0,1.65,United Kingdom
560,536412,22759,1.0,1.65,United Kingdom
561,536412,21880,10.0,0.65,United Kingdom
562,536412,21738,1.0,2.95,United Kingdom
563,536412,22077,1.0,1.65,United Kingdom
564,536412,85049E,3.0,1.25,United Kingdom
566,536412,21448,2.0,1.65,United Kingdom
567,536412,22837,3.0,4.65,United Kingdom
568,536412,22749,2.0,3.75,United Kingdom
569,536412,22940,1.0,4.25,United Kingdom
570,536412,22749,1.0,3.75,United Kingdom
571,536412,22077,2.0,1.65,United Kingdom
572,536412,21738,2.0,2.95,United Kingdom
573,536412,85049E,1.0,1.25,United Kingdom
574,536412,22243,6.0,1.65,United Kingdom
575,536412,22141,1.0,2.1,United Kingdom
576,536412,22144,2.0,2.1,United Kingdom
577,536412,22243,3.0,1.65,United Kingdom
578,536412,22077,7.0,1.65,United Kingdom
579,536412,21448,1.0,1.65,United Kingdom
580,536412,22759,5.0,1.65,United Kingdom
581,536412,22242,5.0,1.65,United Kingdom
582,536412,85049E,12.0,1.25,United Kingdom
583,536412,21731,5.0,1.65,United Kingdom
584,536412,22243,1.0,1.65,United Kingdom
585,536412,21739,2.0,2.95,United Kingdom
586,536412,21738,5.0,2.95,United Kingdom
587,536412,22271,2.0,2.95,United Kingdom
589,536412,22274,2.0,2.95,United Kingdom
591,536412,22751,2.0,3.75,United Kingdom
592,536412,21034,1.0,0.95,United Kingdom
593,536412,22273,2.0,2.95,United Kingdom
594,536412,22568,3.0,3.75,United Kingdom
596,536412,22144,1.0,2.1,United Kingdom
597,536412,22570,3.0,3.75,United Kingdom
598,536412,22569,2.0,3.75,United Kingdom
600,536412,22086,1.0,2.95,United Kingdom
604,536412,22902,7.0,2.1,United Kingdom
607,536412,21710,1.0,4.95,United Kingdom
608,536412,21708,1.0,4.95,United Kingdom
609,536412,21711,1.0,4.95,United Kingdom
610,536412,22179,2.0,6.75,United Kingdom
611,536412,22197,5.0,0.85,United Kingdom
612,536412,22900,2.0,2.95,United Kingdom
613,536412,21706,1.0,4.95,United Kingdom
614,536412,22468,2.0,6.75,United Kingdom
615,536412,20725,1.0,1.65,United Kingdom
616,536412,85184C,1.0,2.95,United Kingdom
620,536412,22988,6.0,1.25,United Kingdom
622,536412,20750,1.0,7.95,United Kingdom
624,536415,22952,10.0,0.55,United Kingdom
625,536415,22910,5.0,2.95,United Kingdom
626,536415,22739,3.0,1.65,United Kingdom
627,536415,22738,3.0,1.65,United Kingdom
628,536415,22736,3.0,1.65,United Kingdom
629,536415,22909,5.0,0.85,United Kingdom
630,536415,35591T,2.0,1.25,United Kingdom
631,536415,22186,5.0,2.95,United Kingdom
632,536415,22695,3.0,1.45,United Kingdom
633,536415,22470,1.0,2.95,United Kingdom
634,536415,22580,1.0,5.95,United Kingdom
635,536415,22469,5.0,1.65,United Kingdom
636,536415,22147,4.0,1.45,United Kingdom
637,536415,22130,6.0,0.85,United Kingdom
638,536415,21791,3.0,1.25,United Kingdom
639,536415,22694,5.0,2.1,United Kingdom
640,536415,21790,3.0,0.85,United Kingdom
641,536415,22149,4.0,2.1,United Kingdom
642,536415,22900,3.0,2.95,United Kingdom
643,536415,22961,3.0,1.45,United Kingdom
644,536415,22321,12.0,0.85,United Kingdom
645,536415,22594,5.0,0.85,United Kingdom
646,536415,22593,4.0,0.85,United Kingdom
647,536415,22595,6.0,0.85,United Kingdom
648,536415,21986,12.0,0.29,United Kingdom
649,536415,22750,2.0,3.75,United Kingdom
650,536415,22616,12.0,0.29,United Kingdom
651,536415,22775,1.0,1.25,United Kingdom
652,536415,22899,2.0,2.1,United Kingdom
653,536415,22367,3.0,1.95,United Kingdom
654,536415,22942,3.0,8.5,United Kingdom
655,536415,22941,3.0,8.5,United Kingdom
656,536415,22086,6.0,2.95,United Kingdom
657,536415,22940,2.0,4.25,United Kingdom
658,536415,21212,2.0,0.55,United Kingdom
659,536415,21976,2.0,0.55,United Kingdom
660,536415,22951,2.0,0.55,United Kingdom
661,536415,21977,3.0,0.55,United Kingdom
662,536415,22834,3.0,2.1,United Kingdom
663,536415,22867,3.0,2.1,United Kingdom
664,536415,22865,3.0,2.1,United Kingdom
665,536415,22632,3.0,2.1,United Kingdom
666,536415,21916,2.0,0.42,United Kingdom
667,536415,22587,4.0,0.85,United Kingdom
668,536415,22566,3.0,0.85,United Kingdom
669,536415,22565,3.0,0.85,United Kingdom
670,536415,22472,2.0,4.95,United Kingdom
671,536415,22557,3.0,1.65,United Kingdom
672,536415,22551,3.0,1.65,United Kingdom
673,536415,22554,3.0,1.65,United Kingdom
674,536415,22534,3.0,0.42,United Kingdom
675,536415,22531,3.0,0.42,United Kingdom
676,536415,22529,3.0,0.42,United Kingdom
677,536415,22530,3.0,0.42,United Kingdom
678,536415,84032B,3.0,2.95,United Kingdom
679,536415,22837,3.0,4.65,United Kingdom
680,536415,85049H,2.0,1.25,United Kingdom
681,536415,22749,2.0,3.75,United Kingdom
682,536415,22807,12.0,2.95,United Kingdom
683,536416,21494,12.0,1.25,United Kingdom
685,536416,22938,12.0,1.95,United Kingdom
688,536416,82494L,6.0,2.95,United Kingdom
689,536420,21889,12.0,1.25,United Kingdom
690,536420,21892,12.0,1.25,United Kingdom
691,536420,21891,12.0,1.25,United Kingdom
692,536420,21890,6.0,2.95,United Kingdom
693,536420,21718,12.0,1.25,United Kingdom
694,536420,21716,8.0,2.55,United Kingdom
695,536420,21715,8.0,2.55,United Kingdom
696,536420,22113,4.0,3.75,United Kingdom
697,536420,22111,3.0,4.95,United Kingdom
698,536420,22110,6.0,2.55,United Kingdom
699,536420,22358,6.0,2.95,United Kingdom
700,536420,22357,4.0,4.25,United Kingdom
701,536420,22115,6.0,2.95,United Kingdom
702,536420,22969,12.0,1.45,United Kingdom
703,536423,22619,4.0,3.75,United Kingdom
704,536423,21481,6.0,2.95,United Kingdom
705,536423,22632,12.0,2.1,United Kingdom
706,536423,22837,8.0,4.65,United Kingdom
707,536423,21479,8.0,3.75,United Kingdom
708,536423,21485,8.0,4.95,United Kingdom
709,536423,84029E,8.0,3.75,United Kingdom
710,536423,22111,16.0,4.95,United Kingdom
711,536423,22113,8.0,3.75,United Kingdom
712,536425,22837,8.0,4.65,United Kingdom
713,536425,22585,12.0,1.25,United Kingdom
714,536425,79321,8.0,4.95,United Kingdom
715,536425,22637,12.0,2.55,United Kingdom
716,536425,21556,6.0,2.55,United Kingdom
717,536425,22646,12.0,1.45,United Kingdom
718,536425,22644,12.0,1.45,United Kingdom
719,536425,22645,12.0,1.45,United Kingdom
720,536425,22650,12.0,1.45,United Kingdom
721,536425,22508,8.0,3.75,United Kingdom
722,536425,21411,3.0,4.25,United Kingdom
723,536425,22511,4.0,3.75,United Kingdom
724,536425,22451,6.0,3.35,United Kingdom
725,536425,22449,6.0,3.35,United Kingdom
728,536425,22961,12.0,1.45,United Kingdom
736,536446,22142,2.0,1.45,United Kingdom
737,536446,22144,2.0,2.1,United Kingdom
738,536446,21591,6.0,1.25,United Kingdom
739,536446,22480,12.0,1.25,United Kingdom
741,536446,21156,1.0,1.95,United Kingdom
742,536446,10133,5.0,0.85,United Kingdom
743,536446,72800E,6.0,2.55,United Kingdom
745,536446,84836,12.0,1.25,United Kingdom
746,536446,20774,2.0,1.65,United Kingdom
747,536446,20773,2.0,1.65,United Kingdom
748,536446,20777,2.0,1.65,United Kingdom
749,536446,16016,10.0,0.85,United Kingdom
750,536446,16014,10.0,0.42,United Kingdom
751,536446,21890,2.0,2.95,United Kingdom
752,536446,21891,2.0,1.25,United Kingdom
753,536446,22619,8.0,3.75,United Kingdom
754,536446,22620,6.0,1.25,United Kingdom
755,536446,84347,12.0,2.55,United Kingdom
757,536446,21156,3.0,1.95,United Kingdom
758,536446,21651,6.0,1.65,United Kingdom
760,536446,84625C,10.0,2.95,United Kingdom
762,536446,21586,4.0,2.55,United Kingdom
763,536446,21587,4.0,2.55,United Kingdom
765,536446,85172,16.0,0.42,United Kingdom
767,536460,22670,12.0,1.25,United Kingdom
768,536460,21586,12.0,2.55,United Kingdom
771,536460,84849B,12.0,1.69,United Kingdom
772,536460,22927,2.0,5.95,United Kingdom
773,536460,22926,4.0,5.95,United Kingdom
774,536460,22925,2.0,5.95,United Kingdom
776,536460,21485,6.0,4.95,United Kingdom
777,536460,21484,8.0,3.45,United Kingdom
778,536460,21259,2.0,5.95,United Kingdom
779,536460,21257,2.0,7.95,United Kingdom
781,536463,82552,12.0,1.45,United Kingdom
782,536464,90200B,2.0,4.25,United Kingdom
783,536464,90059B,2.0,1.65,United Kingdom
784,536464,90185C,2.0,4.25,United Kingdom
785,536464,90059E,3.0,1.65,United Kingdom
786,536464,90059C,1.0,1.65,United Kingdom
787,536464,90200C,1.0,4.25,United Kingdom
788,536464,90200D,3.0,4.25,United Kingdom
789,536464,90200A,1.0,4.25,United Kingdom
790,536464,22386,1.0,1.95,United Kingdom
